PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia
0.0,8.193012105188695,0.4810051490528263,4.0960948298335085,0.0,2.233478098973231,0.27375,0.0,0.72625,1.0,0.025360072014402883,0.0,0.025059011802360472,0.0014883976795359072,0.0,0.003081116223244649,0.39875253785972653,0.0
1.0,17.286836666391775,0.32339325453636225,7.46035322159914,0.0,3.2301794779944792,0.07375,0.0,0.92625,1.0,0.03412582516503301,0.0,0.03930686137227445,0.0005804160832166434,0.0,0.0011337267453490698,0.22753193069578342,0.0
2.0,6.227177935099904,0.2138009757390925,6.954154227447707,0.0,5.481404380468638,0.93375,0.0,0.06625,1.0,0.009634926985397078,0.0,0.016027205441088217,0.0005882176435287057,0.0,0.0009938987797559512,0.10488188323902814,0.0
3.0,8.986360338207579,0.6145723892804195,5.124551526079809,0.0,3.9414146564268684,0.45875,0.0,0.54125,1.0,0.025164032806561314,0.0,0.014794958991798359,0.0017128425685137027,0.0,0.0009788957791558312,0.4262172088726559,0.0
4.0,7.4554112808133475,0.45738090861127173,3.5224446401070337,0.0,6.648137701297324,0.475,0.0,0.525,1.0,0.031500300060012004,0.0,0.033901780356071214,0.0019408881776355272,0.0,0.0022739547909581916,0.6834897528956985,0.0
5.0,11.125744025114708,0.4107513224621784,7.547066344350411,0.0,3.4485163463182125,0.08625,0.0,0.91375,1.0,0.009844968993798761,0.0,0.02398079615923185,0.0005648129625925185,0.0,0.0009344868973794758,0.6184814106772041,0.0
6.0,16.10042212341122,0.455703589703144,6.066660794943848,0.0,6.9058064016302785,0.24875,0.0,0.75125,1.0,0.019191838367673537,0.0,0.026739347869573916,0.0024635927185437086,0.0,0.0015694138827765554,0.6993631103828709,0.0
7.0,17.997595972994564,0.4670019653731524,6.230957621400576,0.0,6.758256901350628,0.05125,0.0,0.94875,1.0,0.02078115623124625,0.0,0.016489297859571914,0.0030487097419483896,0.0,0.001139727945589118,0.5749313378754045,0.0
8.0,4.940683072546146,0.5459535133117288,4.0960948298335085,0.0,6.287404090092572,0.5725,0.0,0.4275,1.0,0.035505101020204044,0.0,0.00521004200840168,0.0015154030806161232,0.0,0.002779255851170234,0.7153776402179416,0.0
9.0,10.760210458283346,0.2663316076649324,2.214369434095798,0.0,5.195833369909628,0.5475,0.0,0.4525,1.0,0.005434086817363473,0.0,0.005910182036407282,0.0010587117423484697,0.0,0.002074714942988598,0.28846223981372704,0.0
10.0,1.5323660318002563,0.5854259441861025,8.312534629102077,0.0,2.05210328421185,0.7375,0.0,0.2625,1.0,0.0074854970994198845,0.0,0.016545309061812362,0.0012459491898379675,0.0,0.0018490698139627926,0.925473917476581,0.0
11.0,11.596103841098387,0.31916876490291435,4.4666590748560875,0.0,6.024819626608311,0.1425,0.0,0.8575,1.0,0.03980396079215843,0.0,0.010307061412282457,0.0028008601720344068,0.0,0.003149529905981196,0.17892103865025766,0.0
12.0,4.978501004175333,0.21178703135963506,5.529258703406675,0.0,3.5742957963699404,0.06875,0.0,0.93125,1.0,0.01156731346269254,0.0,0.0090748149629926,0.003336167233446689,0.0,0.0022961592318463692,0.6561324849090655,0.0
13.0,17.485159501421542,0.6539762809307722,5.938162236081972,0.0,2.420295740656886,0.55375,0.0,0.44625,1.0,0.0054830966193238646,0.0,0.01340868173634727,0.0009062812562512502,0.0,0.003111122224444889,0.8111558520502203,0.0
14.0,16.767162069188718,0.5781352684303686,2.05210328421185,0.0,3.051161531997611,0.84875,0.0,0.15125,1.0,0.024491898379675938,0.0,0.03337667533506702,0.0011589317863572716,0.0,0.002245749149829966,0.090127309490285,0.0
15.0,18.416514816667735,0.4825348412007096,5.321865279250738,0.0,7.077547133348852,0.6025,0.0,0.3975,1.0,0.021264252850570115,0.0,0.024582916583316666,0.002755251050210042,0.0,0.0014475895179035807,0.8505143580667471,0.0
16.0,8.594242159944017,0.5711704464591474,3.561019405700352,0.0,1.0148876719614148,0.48625,0.0,0.51375,1.0,0.022111422284456894,0.0,0.02158631726345269,0.0032563512702540507,0.0,0.003316363272654531,0.24892418238490335,0.0
17.0,18.98213720770522,0.6248089655788633,5.312333207856893,0.0,3.280313683348769,0.94375,0.0,0.05625,1.0,0.005938187637527506,0.0,0.038893778755751146,0.0020141028205641126,0.0,0.001594618923784757,0.29735894251478473,0.0
18.0,10.54973903759419,0.500098076260559,1.6015999914560513,0.0,4.682549277145986,0.6375,0.0,0.3625,1.0,0.02146729345869174,0.0,0.03092618523704741,0.001926485297059412,0.0,0.0013719743948789759,0.9229569828809735,0.0
19.0,7.056905114584173,0.40249064192090045,5.248856636919549,0.0,1.373146044378295,0.27625,0.0,0.72375,1.0,0.025710142028405682,0.0,0.01591518303660732,0.002077715543108622,0.0,0.0014163832766553312,0.6966346556810814,0.0
20.0,9.492766177481357,0.21200779326905467,2.3755097571026647,0.0,7.760874713469412,0.305,0.0,0.695,1.0,0.02959591918383677,0.0,0.01948589717943589,0.001461992398479696,0.0,0.00252000400080016,0.3116720255874314,0.0
21.0,15.744315291261415,0.29765201079539794,3.8887602307398805,0.0,5.906903428183334,0.19625,0.0,0.80375,1.0,0.02393878775755151,0.0,0.034174834966993396,0.001923484696939388,0.0,0.0034321864372874574,0.6921833947014464,0.0
22.0,18.160581390923497,0.6106764170941588,7.751746511235786,0.0,4.670653672050619,0.66125,0.0,0.33875,1.0,0.0052730546109221845,0.0,0.008752750550110022,0.0017854570914182836,0.0,0.0013377675535107022,0.9603409259178095,0.0
23.0,8.515227294087602,0.6022891565018049,4.4666590748560875,0.0,1.1373811040527926,0.7475,0.0,0.2525,1.0,0.024246849369873976,0.0,0.03380376075215043,0.0016636327265453091,0.0,0.0017680536107221444,0.6758334126854191,0.0
24.0,16.33095656902084,0.2830038825826087,3.9324383381973225,0.0,3.635995097496073,0.31,0.0,0.69,1.0,0.010167033406681337,0.0,0.023175635127025408,0.0009548909781956392,0.0,0.0007766553310662133,0.04446419305524097,0.0
25.0,2.237924945805108,0.34731045525033566,3.3125255078427416,0.0,2.186017089243653,0.49625,0.0,0.50375,1.0,0.0252620524104821,0.0,0.03594618923784757,0.0022979595919183837,0.0,0.001398379675935187,0.5667516606210214,0.0
26.0,6.770495914083696,0.3699744518711393,3.498055570883913,0.0,6.047024226183005,0.505,0.0,0.495,1.0,0.018050610122024406,0.0,0.0123374674934987,0.000843868773754751,0.0,0.0021293258651730344,0.6056713911630792,0.0
27.0,14.11921990009416,0.6747234677047755,4.585050825853865,0.0,2.7940413699613167,0.7575,0.0,0.2425,1.0,0.0240998199639928,0.0,0.006015203040608121,0.0030379075815163033,0.0,0.0014451890378075615,0.615963569039299,0.0
28.0,15.806448265499858,0.2383958930511496,5.235460472730882,0.0,6.819556979431394,0.435,0.0,0.565,1.0,0.03435687137427486,0.0,0.016769353870774155,0.0027720544108821763,0.0,0.0015748149629925985,0.10468114665000731,0.0
29.0,3.7009477621393705,0.6306641829174633,8.312534629102077,0.0,3.6562872655833742,0.11625,0.0,0.88375,1.0,0.03773854770954191,0.0,0.03302660532106421,0.00303370674134827,0.0,0.0031615323064612924,0.13291707313718898,0.0
30.0,14.043817063656359,0.6114477079833991,2.985657156407217,0.0,6.084377858456936,0.50875,0.0,0.49125,1.0,0.018554710942188437,0.0,0.006666333266653331,0.0020717143428685735,0.0,0.0022619523904780954,0.11063784253749322,0.0
31.0,16.507365164373983,0.4226174054411679,4.220193310825388,0.0,3.7954741090429924,0.1525,0.0,0.8475,1.0,0.03724144828965793,0.0,0.023035607121424287,0.0030973194638927786,0.0,0.0028680736147229445,0.6991351886486781,0.0
32.0,8.259006843531159,0.5390618449673664,3.9722874698741752,0.0,7.461813378852851,0.38375,0.0,0.61625,1.0,0.01997599519903981,0.0,0.017525505101020206,0.0012195439087817565,0.0,0.003478395679135827,0.14843279397085346,0.0
33.0,3.860311903285876,0.678510361746885,3.8427933178751315,0.0,7.405525614516584,0.74625,0.0,0.25375,1.0,0.013947789557911584,0.0,0.034811962392478496,0.0008108621724344869,0.0,0.0007586517303460692,0.5227501465746441,0.0
34.0,4.898437929043222,0.23112889189487607,4.532554945595993,0.0,1.373146044378295,0.69875,0.0,0.30125,1.0,0.037521504300860174,0.0,0.029427885577115426,0.002896879375875175,0.0,0.0015514102820564112,0.3730233008175956,0.0
35.0,12.10855319044548,0.5769708436320677,7.554076365102818,0.0,2.116935789493958,0.78875,0.0,0.21125,1.0,0.018820764152830568,0.0,0.036912382476495295,0.0022055411082216444,0.0,0.0017446489297859571,0.3812361690144028,0.0
36.0,1.5616245500120085,0.31266293439682596,5.343926204093976,0.0,6.470423693481424,0.77,0.0,0.23,1.0,0.03502200440088018,0.0,0.009410882176435287,0.0022841568313662734,0.0,0.002824864972994599,0.1766104600656989,0.0
37.0,6.096888904315102,0.5510268450203137,7.2089743460340925,0.0,5.230980283613109,0.3175,0.0,0.6825,1.0,0.02825865173034607,0.0,0.01170734146829366,0.0017458491698339668,0.0,0.0029496899379875974,0.9296891592980111,0.0
38.0,18.343808530636586,0.5607947820952164,2.144926728141677,0.0,5.669141301584331,0.735,0.0,0.265,1.0,0.03171734346869374,0.0,0.009326865373074616,0.0010893178635727144,0.0,0.0010779155831166234,0.3167963134848528,0.0
39.0,2.1380122734525555,0.4278155818388325,3.5643109583906676,0.0,5.89586001239994,0.06625,0.0,0.93375,1.0,0.02538107621524305,0.0,0.023686737347469497,0.003105121024204841,0.0,0.001594618923784757,0.22190661607649842,0.0
40.0,10.871088607166486,0.27898445828749063,6.208209547337514,0.0,7.183461604095582,0.745,0.0,0.255,1.0,0.005196039207841568,0.0,0.03245249049809962,0.0016606321264252852,0.0,0.0033481696339267854,0.8539767911995646,0.0
41.0,5.716660201762753,0.6846313998023931,3.9792554454164657,0.0,5.6726555036438056,0.715,0.0,0.285,1.0,0.02395979195839168,0.0,0.039544908981796356,0.002575215043008602,0.0,0.0031939387877575514,0.7409883321654558,0.0
42.0,11.49581897324146,0.6139023999964277,2.6960886544086557,0.0,3.6562872655833742,0.065,0.0,0.935,1.0,0.027180436087217444,0.0,0.03466493298659732,0.0006452290458091618,0.0,0.003053510702140428,0.5313384198808756,0.0
43.0,11.670582566383253,0.6463222291749813,5.906903428183334,0.0,6.788514229521444,0.5775,0.0,0.4225,1.0,0.023910782156431287,0.0,0.013275655131026205,0.0016828365673134628,0.0,0.0022889577915583114,0.02225580240494183,0.0
44.0,8.951701569036953,0.499858222016872,4.993066004525225,0.0,2.163690234111875,0.29625,0.0,0.70375,1.0,0.02362372474494899,0.0,0.005343068613722745,0.002944888977795559,0.0,0.002116123224644929,0.8802401575596445,0.0
45.0,1.4851986616257657,0.4426388339763273,0.41129685925214093,0.0,4.711809561437179,0.1775,0.0,0.8225,1.0,0.00856371274254851,0.0,0.028251650330066016,0.0020273054610922183,0.0,0.0005744148829765954,0.9768252405365038,0.0
46.0,9.627175977028594,0.5777692421982406,5.979689857537379,0.0,6.281759652547076,0.50125,0.0,0.49875,1.0,0.03412582516503301,0.0,0.01674134826965393,0.0020627125425085016,0.0,0.0028854770954190837,0.11766718421683221,0.0
47.0,4.098613188336922,0.31496613027734455,5.639431308513839,0.0,7.054253568485083,0.43375,0.0,0.56625,1.0,0.005231046209241848,0.0,0.03670934186837367,0.0023957791558311663,0.0,0.00206871374274855,0.26778446959283103,0.0
48.0,12.316453991915084,0.2644959363095784,4.62585989995102,0.0,5.212829305528683,0.8875,0.0,0.1125,1.0,0.022174434886977398,0.0,0.020704140828165636,0.002147329465893179,0.0,0.0025242048409681935,0.4535303015872902,0.0
49.0,13.7741764027618,0.5410994987468174,7.433537098472913,0.0,0.14039385626720535,0.595,0.0,0.405,1.0,0.03864172834566913,0.0,0.006855371074214843,0.0007742548509701941,0.0,0.0005258051610322064,0.15852499241474044,0.0
50.0,2.8419075570781285,0.5071588799555939,4.720453674730988,0.0,5.295332523648132,0.53625,0.0,0.46375,1.0,0.011903380676135228,0.0,0.012848569713942787,0.0022715543108621722,0.0,0.0006926385277055411,0.022714724625840906,0.0
51.0,5.72796883425285,0.4011340288800592,3.201310543718734,0.0,5.852851914549871,0.085,0.0,0.915,1.0,0.011749349869973995,0.0,0.013324664932986598,0.0016606321264252852,0.0,0.0024737947589517904,0.7152277498279981,0.0
52.0,16.833052680766666,0.5316550107162191,4.435865616082208,0.0,4.686328337491355,0.88375,0.0,0.11625,1.0,0.015523104620924186,0.0,0.02981996399279856,0.003139327865573115,0.0,0.0017434486897379476,0.6934181747005748,0.0
53.0,12.415811332695485,0.4310278923311829,3.0849011495885725,0.0,5.312333207856893,0.13125,0.0,0.86875,1.0,0.029728945789157833,0.0,0.01461992398479696,0.0008630726145229047,0.0,0.0011727345469093819,0.7056401910481674,0.0
54.0,14.409870518736575,0.3631986345336279,3.278437345895817,0.0,0.9205015663106357,0.7525,0.0,0.2475,1.0,0.028377675535107023,0.0,0.01474594918983797,0.0010977195439087818,0.0,0.0016072214442888577,0.985056407023701,0.0
55.0,13.301189651382723,0.6930973285212482,3.8926736265505997,0.0,5.906903428183334,0.655,0.0,0.345,1.0,0.018022604520904182,0.0,0.020648129625925188,0.001814862972594519,0.0,0.0015778155631126225,0.5600761890718414,0.0
56.0,1.7695223096743775,0.2147226726022114,2.4611114207222218,0.0,5.669035194573192,0.85625,0.0,0.14375,1.0,0.007401480296059212,0.0,0.028678735747149433,0.001618623724744949,0.0,0.0012711542308461693,0.9731305075882286,0.0
57.0,7.836849277148513,0.4439019144997176,5.760212250661314,0.0,2.767764363642161,0.6075,0.0,0.3925,1.0,0.02624224844968994,0.0,0.01777755551110222,0.0032935587117423485,0.0,0.0033451690338067615,0.9214337966066729,0.0
58.0,8.358039423007474,0.5300031761678675,8.14894781179099,0.0,5.629026000656801,0.135,0.0,0.865,1.0,0.01928985797159432,0.0,0.034818963792758555,0.0005318063612722544,0.0,0.0021995399079815965,0.7090836782912351,0.0
59.0,11.315803204063547,0.28983971592249363,5.241018612364556,0.0,6.205640017045582,0.8325,0.0,0.1675,1.0,0.005385077015403081,0.0,0.013254650930186039,0.0017140428085617124,0.0,0.00245999199839968,0.4050272705521993,0.0
60.0,3.695071128100807,0.40464835007458166,4.530960986031832,0.0,5.853910026272762,0.545,0.0,0.455,1.0,0.02874874974994999,0.0,0.022300460092018404,0.001229745949189838,0.0,0.0011673334666933387,0.7660042555697758,0.0
61.0,17.043825283597286,0.5116299673725047,2.685435299747239,0.0,1.0690018400446744,0.7075,0.0,0.2925,1.0,0.011259251850370074,0.0,0.03563112622524505,0.0014895979195839169,0.0,0.0016642328465693139,0.683008944903541,0.0
62.0,2.856046869559846,0.6911332447220448,5.0959640649400235,0.0,4.619873828637053,0.62125,0.0,0.37875,1.0,0.022965593118623725,0.0,0.037234446889377874,0.001615623124624925,0.0,0.001965493098619724,0.2037291082601985,0.0
63.0,13.930923365426393,0.2720399155066156,2.1817580900568285,0.0,7.49814026568506,0.42875,0.0,0.57125,1.0,0.01907281456291258,0.0,0.039201840368073615,0.003162732546509302,0.0,0.0029712942588517705,0.21479880389813633,0.0
64.0,8.12354856312334,0.328197581093736,4.412586190241263,0.0,5.839722238265709,0.17375,0.0,0.82625,1.0,0.024687937587517507,0.0,0.031185237047409484,0.0005768153630726146,0.0,0.0018472694538907782,0.24476636002656768,0.0
65.0,17.349348545667667,0.649517514924209,6.4767478591672365,0.0,0.6999733766621228,0.46,0.0,0.54,1.0,0.014843968793758752,0.0,0.01184736947389478,0.002079515903180636,0.0,0.0030757151430286056,0.754307125693293,0.0
66.0,17.95441269237456,0.28634384266514373,2.678227649906613,0.0,3.659080561876424,0.4025,0.0,0.5975,1.0,0.03378975795159032,0.0,0.03305461092218444,0.002782856571314263,0.0,0.0025452090418083616,0.22401862220225988,0.0
67.0,16.469482098152664,0.2806913662201889,5.1147676980675705,0.0,5.400052964065056,0.26,0.0,0.74,1.0,0.036464292858571716,0.0,0.015341068213642728,0.0021479295859171835,0.0,0.0021125225045009,0.9085720620506053,0.0
68.0,3.3042731350277066,0.6475852744391797,1.1241092822670398,0.0,2.0190933901441945,0.45125,0.0,0.54875,1.0,0.023672734546909383,0.0,0.014143828765753153,0.0005822164432886577,0.0,0.003391378275655131,0.7121350745801269,0.0
69.0,14.039822953399225,0.27558178062325667,5.133151038087736,0.0,2.56856150722077,0.29,0.0,0.71,1.0,0.00849369873974795,0.0,0.029994998999799963,0.0020555111022204442,0.0,0.0008846769353870774,0.6241056085170378,0.0
70.0,9.751153331754479,0.3074608915838955,3.851815720705802,0.0,3.1415758334009323,0.1475,0.0,0.8525,1.0,0.03514102820564113,0.0,0.029035807161432288,0.0007388477695539108,0.0,0.0012435487097419485,0.7435118072749574,0.0
71.0,8.243354092363786,0.5203760447960961,1.4418666540915719,0.0,8.024578844894965,0.58625,0.0,0.41375,1.0,0.025836167233446693,0.0,0.03331366273254651,0.001256751350270054,0.0,0.0013491698339667935,0.9381194349006127,0.0
72.0,2.9754336275610225,0.6219421257030502,1.2435625485643347,0.0,5.750516150540069,0.9325,0.0,0.0675,1.0,0.0207251450290058,0.0,0.015068013602720545,0.0025998199639927985,0.0,0.0017608521704340868,0.22302092149592503,0.0
