PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia
0.0,16.671855534976444,0.4279637224169006,6.996407713632448,0.0,6.683517363877756,0.64375,0.0,0.35625,1.0,0.04026665333066614,0.0,0.04925985197039407,0.003902140428085617,0.0,0.0044396479295859175,0.9154667754617677,0.0
1.0,14.111222161997059,0.21178915572433732,2.1815737229591234,0.0,3.1172706551750773,0.76375,0.0,0.23625,1.0,0.04486377275455091,0.0,0.02101680336067213,0.009079555911182237,0.0,0.003911262252450491,0.03573569959593838,0.0
2.0,0.35445081760939556,0.6912799337627751,4.19304368553442,0.0,0.41947560080121493,0.46875,0.0,0.53125,1.0,0.0390120024004801,0.0,0.0585129025805161,0.00575507101420284,0.0,0.0007757351470294058,0.9923851071279219,0.0
3.0,6.329239657114388,0.39732425473240307,2.866157541675876,0.0,7.770392206540377,0.375,0.0,0.625,1.0,0.028896379275855175,0.0,0.040443488697739546,0.0024175635127025403,0.0,0.003646129225845169,0.9916219558832473,0.0
4.0,18.440599049530178,0.33916905055975843,3.994932218809412,0.0,1.8490080966896238,0.0725,0.0,0.9275,1.0,0.02867093418683737,0.0,0.009190838167633525,0.006737347469493898,0.0,0.0035530506101220244,0.35629609016584685,0.0
5.0,17.211386552175707,0.2813846656662343,7.688506826771566,0.0,8.234238721930309,0.91625,0.0,0.08375,1.0,0.023995399079815967,0.0,0.030128225645129025,0.007872174434886976,0.0,0.0022386677335467092,0.6280961600733058,0.0
6.0,11.745746245740074,0.40269920840766227,6.8361426727400865,0.0,2.31310775166889,0.08125,0.0,0.91875,1.0,0.03926685337067414,0.0,0.03870854170834166,0.006949429885977194,0.0,0.0035210842168433686,0.11530964950055717,0.0
7.0,6.777056966687765,0.27993296100901144,0.3389220775581594,0.0,6.732179059887575,0.4525,0.0,0.5475,1.0,0.04249169833966794,0.0,0.02923124624924985,0.005273234646929385,0.0,0.00422246449289858,0.16715722290515886,0.0
8.0,13.069242472630203,0.3947664632171375,2.780807857860018,0.0,7.202291669390921,0.5525,0.0,0.4475,1.0,0.013860172034406884,0.0,0.05398079615923184,0.005403460692138427,0.0,0.004230926185237047,0.862007799991348,0.0
9.0,2.544823230150349,0.46038194059009524,7.671849817606501,0.0,7.884987267857402,0.375,0.0,0.625,1.0,0.04203100620124025,0.0,0.058713542708541705,0.0034035607121424283,0.0,0.004566573314662933,0.11699155377752343,0.0
10.0,5.408338411458955,0.6562854876057289,5.228861551481947,0.0,2.2446791982703354,0.9625,0.0,0.0375,1.0,0.03812982596519304,0.0,0.02459291858371674,0.0008436887377475495,0.0,0.0042741748349669935,0.10997013354168901,0.0
11.0,14.326042740011388,0.5550119228202006,7.70663792755737,0.0,3.256372198094164,0.3875,0.0,0.6125,1.0,0.0195747149429886,0.0,0.03973534706941388,0.002635227045409082,0.0,0.002019603920784157,0.3710476598835046,0.0
